timestamp,machine_id,cpu_util,mem_util,disk_util,load1,load5,load15,timestep
19500,11,77.8,63.8,11.0,0.7,0.61,0.59,325
19560,11,74.4,62.3,11.7,0.74,0.65,0.59,326
19620,11,74.8,61.5,25.9,0.97,0.87,0.77,327
19680,11,72.2,59.1,15.7,0.85,0.75,0.69,328
19740,11,69.6,58.9,21.2,1.02,0.87,0.81,329
19800,11,68.7,57.1,13.0,0.66,0.57,0.56,330
19860,11,65.4,57.9,13.9,0.81,0.71,0.61,331
19920,11,65.8,57.1,18.0,0.66,0.66,0.63,332
19980,11,66.1,56.4,19.7,0.79,0.7,0.62,333
20040,11,62.0,54.8,24.9,0.53,0.47,0.42,334
20100,11,62.2,55.5,21.4,0.76,0.72,0.66,335
20160,11,62.0,54.5,17.6,0.69,0.68,0.66,336
20220,11,57.8,56.0,15.8,0.84,0.72,0.64,337
20280,11,59.1,56.5,9.5,0.84,0.81,0.71,338
20340,11,60.6,57.2,10.7,0.59,0.51,0.44,339
20400,11,58.8,56.3,12.4,0.65,0.58,0.51,340
20460,11,59.7,55.2,19.2,0.57,0.56,0.56,341
20520,11,60.4,56.2,25.1,0.86,0.78,0.75,342
20580,11,60.4,54.8,12.3,0.8,0.73,0.64,343
20640,11,60.7,53.2,26.0,0.54,0.52,0.46,344
20700,11,57.9,55.4,11.0,0.61,0.54,0.47,345
20760,11,56.9,55.9,15.8,0.6,0.56,0.55,346
20820,11,57.8,55.4,16.6,0.86,0.8,0.76,347
20880,11,58.6,55.7,9.0,0.8,0.7,0.69,348
20940,11,58.0,55.6,8.5,0.54,0.46,0.45,349
21000,11,55.1,54.4,12.9,0.54,0.48,0.46,350
21060,11,55.0,55.1,15.1,0.52,0.47,0.41,351
21120,11,54.5,54.2,21.6,0.44,0.41,0.4,352
21180,11,52.9,53.1,20.1,0.74,0.69,0.63,353
21240,11,52.2,52.8,10.3,0.65,0.61,0.54,354
21300,11,56.3,50.9,18.1,0.58,0.54,0.54,355
21360,11,54.9,51.4,13.3,0.58,0.56,0.51,356
21420,11,53.6,50.9,12.2,0.79,0.76,0.72,357
21480,11,54.4,49.9,17.0,0.73,0.65,0.6,358
21540,11,50.8,48.7,15.7,0.58,0.53,0.51,359
21600,11,51.8,47.7,17.3,0.47,0.44,0.41,360
21660,11,52.6,47.0,13.1,0.66,0.58,0.53,361
21720,11,50.6,49.0,15.9,0.49,0.48,0.47,362
21780,11,46.7,48.6,14.4,0.66,0.66,0.61,363
21840,11,46.5,47.7,14.0,0.67,0.66,0.57,364
21900,11,46.6,46.6,22.1,0.37,0.33,0.29,365
21960,11,47.4,44.9,8.9,0.39,0.38,0.32,366
22020,11,47.0,43.8,7.1,0.49,0.48,0.44,367
22080,11,46.4,45.3,18.1,0.44,0.43,0.39,368
22140,11,47.4,44.3,18.9,0.41,0.36,0.32,369
22200,11,45.5,42.6,18.5,0.46,0.4,0.37,370
22260,11,45.5,41.0,22.3,0.48,0.42,0.38,371
22320,11,47.4,40.6,18.2,0.65,0.64,0.62,372
22380,11,47.7,41.0,9.6,0.64,0.6,0.57,373
22440,11,45.5,39.8,11.2,0.4,0.4,0.37,374
22500,11,46.5,40.3,16.7,0.38,0.35,0.34,375
22560,11,43.9,39.2,14.3,0.48,0.41,0.41,376
22620,11,39.4,40.4,9.7,0.43,0.41,0.4,377
22680,11,43.5,39.5,23.6,0.37,0.36,0.33,378
22740,11,44.2,40.1,23.5,0.56,0.48,0.48,379
22800,11,38.9,40.0,9.7,0.47,0.45,0.4,380
22860,11,38.6,39.7,14.9,0.4,0.39,0.35,381
22920,11,37.0,39.4,14.3,0.42,0.36,0.33,382
22980,11,35.7,39.7,14.3,0.36,0.36,0.34,383
23040,11,36.5,38.7,16.7,0.43,0.38,0.35,384
23100,11,35.3,38.4,7.9,0.3,0.28,0.25,385
23160,11,31.5,38.5,5.5,0.36,0.32,0.32,386
23220,11,31.5,38.5,8.0,0.38,0.34,0.31,387
23280,11,30.5,40.3,7.4,0.33,0.29,0.25,388
23340,11,27.4,38.0,11.3,0.34,0.33,0.29,389
23400,11,26.8,38.9,6.8,0.28,0.25,0.24,390
23460,11,30.2,39.0,8.9,0.35,0.32,0.29,391
23520,11,30.0,38.6,15.3,0.43,0.42,0.36,392
23580,11,28.2,38.3,5.0,0.33,0.3,0.29,393
23640,11,30.5,37.9,8.4,0.3,0.27,0.25,394
23700,11,30.0,36.8,9.6,0.33,0.32,0.31,395
23760,11,29.7,35.4,12.4,0.3,0.29,0.27,396
23820,11,29.0,35.3,20.2,0.34,0.31,0.28,397
23880,11,26.8,34.0,7.6,0.26,0.25,0.23,398
23940,11,28.7,33.5,22.8,0.27,0.25,0.24,399
24000,11,27.5,35.0,13.5,0.32,0.27,0.26,400
24060,11,27.8,35.5,13.7,0.31,0.31,0.27,401
24120,11,23.6,36.5,11.6,0.22,0.19,0.19,402
24180,11,25.5,38.2,20.7,0.28,0.26,0.25,403
24240,11,27.3,37.3,14.2,0.32,0.28,0.25,404
24300,11,28.6,35.5,15.9,0.29,0.27,0.25,405
24360,11,28.4,34.7,21.1,0.35,0.34,0.33,406
24420,11,24.8,34.4,6.9,0.22,0.2,0.17,407
24480,11,24.5,34.3,6.2,0.32,0.31,0.27,408
24540,11,27.9,33.4,20.3,0.24,0.23,0.21,409
24600,11,28.4,34.1,5.7,0.3,0.28,0.24,410
24660,11,26.7,32.5,21.7,0.38,0.35,0.31,411
24720,11,26.2,32.6,14.4,0.31,0.28,0.26,412
24780,11,24.8,31.8,20.0,0.35,0.32,0.3,413
24840,11,23.0,31.7,9.0,0.24,0.22,0.22,414
24900,11,22.0,32.7,6.6,0.24,0.23,0.2,415
24960,11,23.8,32.1,20.1,0.31,0.27,0.24,416
25020,11,21.6,32.0,12.8,0.27,0.27,0.23,417
25080,11,22.6,31.5,8.5,0.2,0.17,0.16,418
25140,11,23.1,32.2,14.0,0.2,0.17,0.16,419
25200,11,20.1,32.5,16.2,0.3,0.28,0.27,420
25260,11,22.0,33.1,20.9,0.2,0.18,0.16,421
25320,11,22.3,33.4,17.0,0.19,0.19,0.18,422
25380,11,24.4,33.1,17.3,0.24,0.22,0.2,423
25440,11,23.9,32.8,16.3,0.19,0.19,0.18,424
25500,11,25.8,33.1,21.1,0.36,0.35,0.3,425
25560,11,57.4,34.0,10.7,0.61,0.6,0.56,426
25620,11,54.4,33.5,22.3,0.71,0.64,0.61,427
25680,11,51.8,33.6,13.9,0.42,0.38,0.33,428
25740,11,49.8,32.5,23.4,0.72,0.7,0.61,429
25800,11,47.2,30.4,9.3,0.45,0.42,0.41,430
25860,11,47.0,29.7,23.2,0.67,0.59,0.51,431
25920,11,46.0,31.9,21.2,0.48,0.44,0.42,432
25980,11,44.4,31.0,7.4,0.65,0.56,0.52,433
26040,11,41.6,29.8,15.7,0.54,0.49,0.45,434
26100,11,40.5,30.0,7.2,0.5,0.48,0.43,435
26160,11,37.9,30.0,13.9,0.36,0.31,0.31,436
26220,11,35.5,29.7,19.0,0.32,0.3,0.3,437
26280,11,33.4,30.7,14.8,0.5,0.43,0.41,438
26340,11,31.8,31.5,19.6,0.28,0.24,0.24,439
26400,11,28.9,30.9,19.1,0.29,0.27,0.26,440
26460,11,28.5,30.2,13.1,0.38,0.34,0.31,441
26520,11,31.8,29.2,7.1,0.27,0.23,0.22,442
26580,11,33.3,28.9,10.8,0.38,0.33,0.31,443
26640,11,30.4,29.5,5.7,0.33,0.31,0.28,444
26700,11,31.0,30.7,16.9,0.39,0.39,0.34,445
26760,11,32.2,30.0,17.0,0.44,0.41,0.36,446
26820,11,33.4,30.5,17.3,0.3,0.27,0.27,447
26880,11,32.2,30.5,9.5,0.34,0.29,0.29,448
26940,11,31.8,30.6,17.9,0.39,0.37,0.34,449
27000,11,29.0,31.6,16.5,0.26,0.23,0.21,450
27060,11,30.5,33.4,16.5,0.43,0.38,0.34,451
27120,11,29.2,33.1,16.3,0.27,0.27,0.23,452
27180,11,30.0,33.3,15.9,0.37,0.37,0.37,453
27240,11,32.2,31.8,19.0,0.31,0.27,0.27,454
27300,11,31.0,29.6,17.1,0.28,0.26,0.24,455
27360,11,30.0,28.7,11.6,0.24,0.24,0.24,456
27420,11,30.8,29.7,8.4,0.4,0.38,0.37,457
27480,11,33.1,30.8,7.0,0.45,0.42,0.37,458
27540,11,30.4,31.5,10.1,0.3,0.3,0.27,459
27600,11,29.2,30.4,5.1,0.37,0.34,0.34,460
27660,11,28.1,30.7,6.7,0.35,0.3,0.3,461
27720,11,24.5,30.6,20.6,0.35,0.34,0.3,462
27780,11,19.5,31.8,14.6,0.29,0.28,0.24,463
27840,11,20.2,31.8,18.6,0.26,0.23,0.21,464
27900,11,19.1,31.9,14.0,0.2,0.2,0.17,465
27960,11,16.4,30.9,8.4,0.17,0.16,0.14,466
28020,11,13.0,29.6,3.3,0.18,0.17,0.15,467
28080,11,17.1,31.5,4.4,0.15,0.14,0.12,468
28140,11,16.5,30.9,13.3,0.2,0.17,0.17,469
28200,11,18.3,31.3,21.7,0.21,0.2,0.2,470
28260,11,15.5,31.2,14.2,0.21,0.2,0.17,471
28320,11,15.2,33.9,12.9,0.2,0.19,0.18,472
28380,11,13.7,34.2,11.0,0.11,0.1,0.09,473
28440,11,12.9,35.2,15.7,0.12,0.12,0.12,474
28500,11,13.1,35.7,13.4,0.14,0.12,0.11,475
28560,11,14.0,34.1,10.4,0.2,0.2,0.19,476
28620,11,16.5,32.9,11.9,0.22,0.21,0.19,477
28680,11,17.3,33.8,6.2,0.22,0.21,0.2,478
28740,11,33.4,34.0,19.4,0.28,0.26,0.23,479
28800,11,32.7,33.5,8.3,0.42,0.37,0.32,480
28860,11,32.2,33.1,5.3,0.38,0.36,0.31,481
28920,11,31.5,33.1,17.5,0.37,0.37,0.33,482
28980,11,34.9,33.7,9.2,0.39,0.39,0.36,483
29040,11,34.9,33.2,17.2,0.32,0.3,0.27,484
29100,11,34.2,32.6,21.6,0.33,0.31,0.29,485
29160,11,32.1,33.1,9.4,0.33,0.31,0.29,486
29220,11,26.9,33.1,12.0,0.28,0.25,0.24,487
29280,11,23.5,34.0,11.1,0.2,0.18,0.16,488
29340,11,23.8,36.0,13.8,0.32,0.3,0.29,489
29400,11,26.1,35.8,17.8,0.39,0.34,0.33,490
29460,11,27.9,36.1,6.7,0.41,0.36,0.33,491
29520,11,27.3,34.9,16.0,0.23,0.22,0.19,492
29580,11,25.3,33.7,17.3,0.31,0.31,0.3,493
29640,11,25.9,32.8,7.0,0.23,0.2,0.19,494
29700,11,28.3,33.2,8.8,0.28,0.25,0.24,495
29760,11,31.4,34.1,21.9,0.35,0.33,0.29,496
29820,11,31.8,33.6,15.3,0.36,0.35,0.33,497
29880,11,26.7,34.6,5.6,0.35,0.3,0.29,498
29940,11,25.6,34.1,21.1,0.38,0.36,0.32,499
30000,11,25.4,34.8,22.5,0.31,0.27,0.25,500
30060,11,24.0,32.7,13.0,0.23,0.2,0.18,501
30120,11,24.4,31.3,5.6,0.31,0.29,0.27,502
30180,11,22.7,29.7,5.8,0.29,0.25,0.23,503
30240,11,24.1,28.4,14.1,0.28,0.26,0.24,504
30300,11,20.6,29.8,13.5,0.28,0.26,0.22,505
30360,11,17.0,30.1,4.3,0.19,0.17,0.17,506
30420,11,19.5,31.2,12.3,0.17,0.16,0.14,507
30480,11,19.4,30.9,17.9,0.19,0.16,0.15,508
30540,11,24.1,29.2,14.5,0.31,0.28,0.26,509
30600,11,25.6,32.1,14.4,0.26,0.23,0.2,510
30660,11,26.6,32.5,10.5,0.36,0.33,0.29,511
30720,11,27.7,33.9,9.1,0.25,0.23,0.2,512
30780,11,27.5,35.0,18.2,0.4,0.37,0.34,513
30840,11,27.1,35.0,21.4,0.27,0.26,0.25,514
30900,11,25.1,35.4,18.1,0.29,0.28,0.24,515
30960,11,25.0,36.7,9.6,0.32,0.29,0.25,516
31020,11,24.7,34.6,19.2,0.24,0.23,0.21,517
31080,11,26.1,34.8,18.2,0.31,0.29,0.28,518
31140,11,27.3,35.3,8.0,0.36,0.35,0.35,519
31200,11,24.8,35.2,20.0,0.32,0.28,0.26,520
31260,11,20.5,36.2,18.7,0.18,0.17,0.15,521
31320,11,20.6,35.3,4.8,0.26,0.25,0.24,522
31380,11,21.1,36.5,5.1,0.29,0.28,0.28,523
31440,11,22.3,36.4,6.8,0.25,0.25,0.23,524
31500,11,24.2,36.4,19.1,0.33,0.3,0.28,525
31560,11,28.0,35.7,11.8,0.24,0.22,0.22,526
31620,11,31.8,36.0,11.4,0.48,0.44,0.42,527
31680,11,33.2,35.4,19.4,0.42,0.37,0.34,528
31740,11,34.0,35.9,18.2,0.44,0.42,0.38,529
31800,11,32.0,35.9,12.9,0.45,0.4,0.37,530
31860,11,32.5,35.6,13.3,0.28,0.28,0.24,531
31920,11,32.3,36.3,18.5,0.28,0.25,0.22,532
31980,11,30.5,34.2,20.6,0.37,0.36,0.33,533
32040,11,31.0,35.3,19.4,0.37,0.35,0.3,534
32100,11,28.9,36.4,5.0,0.34,0.3,0.29,535
32160,11,29.7,35.7,19.1,0.44,0.37,0.33,536
32220,11,32.6,37.3,19.4,0.28,0.26,0.24,537
32280,11,33.9,38.1,10.5,0.37,0.33,0.31,538
32340,11,34.3,38.9,16.0,0.3,0.26,0.24,539
32400,11,34.7,41.0,23.2,0.42,0.41,0.37,540
32460,11,34.4,40.8,7.6,0.48,0.45,0.41,541
32520,11,31.6,40.4,7.2,0.46,0.42,0.41,542
32580,11,30.2,39.0,13.0,0.4,0.4,0.39,543
32640,11,26.9,38.8,16.7,0.31,0.28,0.27,544
32700,11,27.3,37.2,14.0,0.3,0.28,0.27,545
32760,11,28.4,38.7,18.6,0.36,0.35,0.31,546
32820,11,29.5,39.7,21.8,0.41,0.4,0.4,547
32880,11,30.9,40.0,5.3,0.35,0.34,0.31,548
32940,11,31.4,39.7,17.4,0.26,0.24,0.21,549
33000,11,32.5,39.1,6.8,0.35,0.3,0.3,550
33060,11,27.9,40.1,21.0,0.34,0.31,0.29,551
33120,11,26.7,40.0,11.8,0.23,0.21,0.2,552
33180,11,29.2,40.9,10.5,0.27,0.27,0.24,553
33240,11,27.1,40.2,8.9,0.3,0.28,0.27,554
33300,11,31.3,39.3,10.7,0.34,0.32,0.29,555
33360,11,30.5,37.8,10.0,0.45,0.41,0.38,556
33420,11,32.1,38.0,18.5,0.38,0.36,0.33,557
33480,11,30.4,38.8,10.9,0.3,0.29,0.26,558
33540,11,31.0,38.1,11.4,0.4,0.39,0.35,559
33600,11,34.8,38.4,7.7,0.4,0.4,0.37,560
33660,11,34.9,37.0,20.7,0.51,0.49,0.43,561
33720,11,38.6,37.2,14.8,0.36,0.35,0.34,562
33780,11,40.7,37.4,17.3,0.46,0.42,0.41,563
33840,11,40.4,37.1,9.7,0.35,0.3,0.28,564
33900,11,45.3,36.6,19.1,0.46,0.43,0.37,565
33960,11,41.9,35.3,20.1,0.41,0.35,0.3,566
34020,11,42.7,35.4,15.8,0.55,0.51,0.49,567
34080,11,44.9,33.8,15.4,0.6,0.55,0.53,568
34140,11,45.8,35.5,18.6,0.63,0.63,0.62,569
34200,11,46.8,35.4,8.2,0.55,0.51,0.44,570
34260,11,43.3,35.9,10.4,0.39,0.37,0.32,571
34320,11,42.4,35.5,19.5,0.37,0.32,0.28,572
34380,11,40.4,34.3,16.1,0.4,0.35,0.33,573
34440,11,43.3,31.7,11.5,0.35,0.3,0.28,574
34500,11,42.7,32.6,17.5,0.54,0.5,0.46,575
34560,11,41.9,31.6,16.2,0.34,0.29,0.27,576
34620,11,48.3,30.9,20.6,0.51,0.49,0.43,577
34680,11,49.0,30.3,19.6,0.44,0.43,0.38,578
34740,11,45.5,29.8,10.5,0.66,0.63,0.55,579
34800,11,44.8,29.8,9.9,0.37,0.36,0.31,580
34860,11,42.0,28.8,9.5,0.5,0.44,0.4,581
34920,11,41.8,30.0,24.2,0.48,0.41,0.35,582
34980,11,39.7,32.1,11.7,0.5,0.45,0.42,583
35040,11,40.1,34.4,21.4,0.5,0.45,0.42,584
35100,11,38.0,35.5,23.5,0.46,0.41,0.37,585
35160,11,39.6,36.7,13.1,0.51,0.49,0.49,586
35220,11,36.9,35.5,19.3,0.54,0.5,0.5,587
35280,11,39.1,35.4,9.4,0.53,0.45,0.41,588
35340,11,40.5,35.7,17.2,0.57,0.5,0.44,589
35400,11,37.8,37.5,17.2,0.46,0.4,0.4,590
35460,11,34.9,37.6,22.8,0.51,0.47,0.41,591
35520,11,35.6,37.4,7.9,0.29,0.26,0.25,592
35580,11,33.5,37.1,17.5,0.45,0.38,0.32,593
35640,11,33.2,36.4,16.9,0.37,0.32,0.28,594
35700,11,33.2,36.2,9.5,0.33,0.29,0.26,595
35760,11,31.2,36.5,17.5,0.27,0.27,0.25,596
35820,11,29.8,36.6,20.5,0.39,0.35,0.35,597
35880,11,29.8,36.3,22.5,0.34,0.33,0.3,598
35940,11,29.3,37.2,14.8,0.29,0.28,0.25,599
36000,11,30.2,38.8,9.1,0.4,0.36,0.33,600
36060,11,32.1,39.5,15.3,0.47,0.43,0.38,601
36120,11,32.0,39.6,7.3,0.45,0.44,0.4,602
36180,11,33.1,39.2,21.2,0.29,0.26,0.26,603
36240,11,32.0,39.5,20.5,0.36,0.31,0.3,604
36300,11,25.2,37.8,20.4,0.28,0.25,0.22,605
36360,11,25.3,37.4,8.0,0.36,0.31,0.26,606
36420,11,26.3,39.4,5.7,0.34,0.31,0.27,607
36480,11,24.8,40.0,5.7,0.28,0.26,0.24,608
36540,11,26.7,41.0,21.2,0.3,0.27,0.25,609
36600,11,27.4,40.7,9.1,0.31,0.29,0.28,610
36660,11,26.6,40.5,11.6,0.29,0.25,0.24,611
36720,11,29.0,39.8,8.8,0.36,0.35,0.3,612
36780,11,24.0,40.6,20.8,0.34,0.31,0.28,613
36840,11,23.0,40.7,17.8,0.31,0.27,0.24,614
36900,11,25.5,40.7,5.1,0.26,0.24,0.23,615
36960,11,26.3,42.1,16.3,0.23,0.21,0.18,616
37020,11,25.0,42.7,4.6,0.36,0.35,0.31,617
37080,11,26.4,44.9,6.8,0.37,0.35,0.32,618
37140,11,23.9,45.6,13.2,0.34,0.32,0.28,619
37200,11,20.2,44.2,15.0,0.29,0.29,0.28,620
37260,11,52.8,43.4,25.0,0.54,0.47,0.44,621
37320,11,50.4,42.4,15.2,0.67,0.66,0.57,622
37380,11,48.4,42.0,14.8,0.55,0.5,0.48,623
37440,11,44.1,40.0,17.9,0.48,0.46,0.39,624
37500,11,42.7,38.8,10.3,0.57,0.55,0.5,625
37560,11,43.2,39.4,18.5,0.62,0.57,0.5,626
37620,11,38.7,39.1,12.1,0.47,0.44,0.44,627
37680,11,34.8,37.9,10.3,0.43,0.39,0.37,628
37740,11,32.9,37.2,21.6,0.41,0.35,0.31,629
37800,11,32.3,37.3,7.9,0.45,0.42,0.37,630
37860,11,32.9,38.2,23.1,0.36,0.36,0.3,631
37920,11,30.9,38.8,17.9,0.43,0.37,0.36,632
37980,11,29.7,40.3,11.5,0.35,0.31,0.3,633
38040,11,28.9,40.6,21.8,0.34,0.33,0.31,634
38100,11,30.8,39.0,21.5,0.46,0.4,0.37,635
38160,11,32.4,37.5,14.4,0.28,0.26,0.24,636
38220,11,30.1,37.1,14.6,0.38,0.35,0.31,637
38280,11,30.5,35.9,15.0,0.28,0.27,0.25,638
38340,11,32.3,35.9,8.1,0.47,0.45,0.44,639
38400,11,28.3,36.5,10.6,0.33,0.29,0.28,640
38460,11,25.6,37.3,16.4,0.3,0.29,0.25,641
38520,11,29.4,36.6,16.4,0.32,0.28,0.27,642
38580,11,25.5,35.8,10.4,0.24,0.2,0.18,643
38640,11,25.7,34.5,18.9,0.33,0.31,0.31,644
38700,11,25.3,36.3,11.9,0.28,0.25,0.23,645
38760,11,28.3,35.6,17.2,0.31,0.27,0.25,646
38820,11,29.6,35.4,12.0,0.41,0.4,0.34,647
38880,11,31.8,35.4,7.3,0.36,0.33,0.32,648
38940,11,29.8,35.2,23.0,0.32,0.29,0.29,649
39000,11,30.6,34.8,17.9,0.37,0.31,0.3,650
39060,11,32.0,34.6,13.7,0.4,0.39,0.36,651
39120,11,29.4,33.7,8.3,0.29,0.27,0.26,652
39180,11,28.8,33.1,19.5,0.28,0.24,0.22,653
39240,11,28.5,31.6,19.6,0.37,0.36,0.33,654
39300,11,27.2,31.9,9.1,0.26,0.26,0.24,655
39360,11,26.2,30.7,19.6,0.32,0.32,0.31,656
39420,11,24.2,29.8,21.0,0.24,0.22,0.21,657
39480,11,22.9,30.7,7.8,0.31,0.27,0.25,658
39540,11,20.1,29.9,14.5,0.2,0.18,0.18,659
39600,11,18.9,28.3,12.8,0.2,0.19,0.16,660
39660,11,16.9,26.4,11.8,0.16,0.16,0.15,661
39720,11,18.4,24.6,19.7,0.27,0.24,0.23,662
39780,11,17.7,25.3,6.8,0.21,0.2,0.19,663
39840,11,35.9,27.2,6.1,0.47,0.4,0.36,664
39900,11,32.9,26.5,14.7,0.36,0.33,0.29,665
39960,11,36.5,26.5,17.0,0.44,0.42,0.4,666
40020,11,31.0,25.4,8.3,0.39,0.33,0.31,667
40080,11,33.6,24.5,11.0,0.32,0.31,0.29,668
40140,11,31.9,22.5,22.8,0.26,0.24,0.21,669
40200,11,29.5,21.8,6.7,0.28,0.26,0.25,670
40260,11,28.6,22.0,6.4,0.33,0.32,0.32,671
40320,11,28.4,20.1,22.5,0.35,0.34,0.31,672
40380,11,28.3,19.3,10.3,0.42,0.4,0.37,673
40440,11,30.7,18.7,6.1,0.3,0.28,0.24,674
40500,11,26.9,20.3,16.0,0.27,0.25,0.23,675
40560,11,28.0,18.1,18.7,0.39,0.35,0.33,676
40620,11,23.9,18.1,15.9,0.21,0.2,0.17,677
40680,11,20.4,19.6,11.1,0.17,0.15,0.13,678
40740,11,18.9,19.6,14.1,0.28,0.24,0.21,679
40800,11,19.3,17.3,13.8,0.24,0.22,0.22,680
40860,11,19.6,15.6,16.7,0.23,0.22,0.21,681
40920,11,15.8,15.5,16.3,0.13,0.11,0.1,682
40980,11,17.2,16.2,19.9,0.16,0.15,0.13,683
41040,11,17.0,16.0,10.7,0.18,0.18,0.16,684
41100,11,19.3,17.1,14.5,0.21,0.2,0.2,685
41160,11,16.0,17.5,10.2,0.13,0.12,0.11,686
41220,11,20.0,16.4,16.7,0.25,0.23,0.21,687
41280,11,20.3,16.0,14.3,0.21,0.2,0.19,688
41340,11,17.5,15.8,7.2,0.21,0.18,0.18,689
41400,11,14.8,15.1,7.4,0.12,0.12,0.1,690
41460,11,15.1,16.7,17.4,0.22,0.19,0.18,691
41520,11,11.6,16.5,17.3,0.12,0.12,0.12,692
41580,11,13.0,15.3,13.9,0.16,0.15,0.14,693
41640,11,10.0,14.6,3.3,0.12,0.11,0.09,694
41700,11,11.4,13.6,19.0,0.14,0.12,0.11,695
41760,11,10.4,13.9,15.8,0.1,0.09,0.08,696
41820,11,7.7,13.6,15.4,0.11,0.1,0.09,697
41880,11,8.8,11.2,9.2,0.11,0.1,0.09,698
41940,11,8.7,10.2,3.0,0.1,0.08,0.08,699
42000,11,5.6,9.3,8.8,0.06,0.06,0.05,700
42060,11,6.6,9.4,4.9,0.09,0.09,0.08,701
42120,11,5.4,10.3,17.4,0.05,0.05,0.04,702
42180,11,5.2,11.0,7.1,0.05,0.04,0.04,703
42240,11,3.1,9.1,11.4,0.04,0.04,0.04,704
42300,11,3.1,9.9,5.5,0.03,0.02,0.02,705
42360,11,1.9,11.1,18.9,0.03,0.02,0.02,706
42420,11,1.1,9.4,7.4,0.01,0.01,0.01,707
42480,11,2.2,8.7,20.2,0.03,0.02,0.02,708
42540,11,4.0,9.6,12.5,0.05,0.04,0.04,709
42600,11,0.3,8.6,3.7,0.0,0.0,0.0,710
42660,11,0.0,8.3,16.1,0.0,0.0,0.0,711
42720,11,0.0,9.0,10.3,0.0,0.0,0.0,712
42780,11,0.0,7.4,4.6,0.0,0.0,0.0,713
42840,11,0.0,7.5,19.0,0.0,0.0,0.0,714
42900,11,0.0,8.4,19.7,0.0,0.0,0.0,715
42960,11,0.0,7.6,17.4,0.0,0.0,0.0,716
43020,11,0.0,7.4,7.6,0.0,0.0,0.0,717
43080,11,0.0,7.0,6.6,0.0,0.0,0.0,718
43140,11,0.0,6.6,13.1,0.0,0.0,0.0,719
43200,11,0.0,6.6,7.7,0.0,0.0,0.0,720
43260,11,0.0,5.9,8.9,0.0,0.0,0.0,721
43320,11,0.0,5.6,18.0,0.0,0.0,0.0,722
43380,11,0.0,4.2,4.0,0.0,0.0,0.0,723
43440,11,0.0,4.6,13.4,0.0,0.0,0.0,724
43500,11,0.0,5.1,16.3,0.0,0.0,0.0,725
43560,11,0.0,4.2,13.4,0.0,0.0,0.0,726
43620,11,0.0,3.4,7.8,0.0,0.0,0.0,727
43680,11,0.0,4.3,2.9,0.0,0.0,0.0,728
43740,11,0.0,4.4,17.5,0.0,0.0,0.0,729
43800,11,0.0,3.6,13.0,0.0,0.0,0.0,730
43860,11,0.0,5.0,9.5,0.0,0.0,0.0,731
43920,11,0.0,6.0,5.8,0.0,0.0,0.0,732
43980,11,0.0,5.2,8.3,0.0,0.0,0.0,733
44040,11,0.0,3.5,6.1,0.0,0.0,0.0,734
44100,11,0.0,4.0,3.7,0.0,0.0,0.0,735
44160,11,0.0,3.2,5.9,0.0,0.0,0.0,736
44220,11,0.0,2.8,12.7,0.0,0.0,0.0,737
44280,11,0.0,2.9,5.1,0.0,0.0,0.0,738
44340,11,0.0,3.3,15.9,0.0,0.0,0.0,739
44400,11,0.0,3.0,4.7,0.0,0.0,0.0,740
44460,11,0.0,2.0,10.6,0.0,0.0,0.0,741
44520,11,0.0,2.9,5.2,0.0,0.0,0.0,742
44580,11,0.0,0.6,15.9,0.0,0.0,0.0,743
44640,11,0.0,0.0,6.2,0.0,0.0,0.0,744
44700,11,0.0,0.2,18.3,0.0,0.0,0.0,745
44760,11,0.0,1.0,7.3,0.0,0.0,0.0,746
44820,11,0.0,0.3,4.2,0.0,0.0,0.0,747
44880,11,0.0,0.0,11.2,0.0,0.0,0.0,748
44940,11,0.0,0.0,4.6,0.0,0.0,0.0,749
45000,11,0.0,0.0,15.0,0.0,0.0,0.0,750
45060,11,0.0,0.0,17.4,0.0,0.0,0.0,751
45120,11,0.0,0.0,13.7,0.0,0.0,0.0,752
45180,11,0.0,0.0,15.4,0.0,0.0,0.0,753
45240,11,0.0,0.0,10.8,0.0,0.0,0.0,754
45300,11,0.0,0.0,11.4,0.0,0.0,0.0,755
45360,11,0.0,0.0,11.2,0.0,0.0,0.0,756
45420,11,0.0,0.0,12.5,0.0,0.0,0.0,757
45480,11,0.0,0.0,6.7,0.0,0.0,0.0,758
45540,11,0.0,0.0,13.3,0.0,0.0,0.0,759
45600,11,0.0,0.0,6.9,0.0,0.0,0.0,760
45660,11,0.0,0.0,17.7,0.0,0.0,0.0,761
45720,11,0.0,0.0,3.4,0.0,0.0,0.0,762
45780,11,0.0,0.0,4.7,0.0,0.0,0.0,763
45840,11,0.0,0.0,12.1,0.0,0.0,0.0,764
45900,11,0.0,0.0,5.9,0.0,0.0,0.0,765
45960,11,0.0,0.0,6.1,0.0,0.0,0.0,766
46020,11,0.0,0.0,13.3,0.0,0.0,0.0,767
46080,11,0.0,0.0,18.7,0.0,0.0,0.0,768
46140,11,0.0,0.0,18.2,0.0,0.0,0.0,769
46200,11,0.0,0.0,7.4,0.0,0.0,0.0,770
46260,11,0.0,0.0,8.4,0.0,0.0,0.0,771
46320,11,0.0,0.0,19.7,0.0,0.0,0.0,772
46380,11,0.0,0.0,6.4,0.0,0.0,0.0,773
46440,11,0.0,0.0,18.3,0.0,0.0,0.0,774
